HomHumanSymbol	MouseSymbol
ARFGAP3	Arfgap3
CER1	Cer1
DAND5	Dand5
HSD17B4	Hsd17b4
ASTL	Astl
ALMS1	Alms1
EIF4E	Eif4e
IGFBP3	Igfbp3
MNX1	Mnx1
ACVR1	Acvr1
TRAP1	Trap1
NOC3L	Noc3l
WDR89	Wdr89
KLHL41	Klhl41
RACK1	Rack1
RIMOC1	Rimoc1
TMCC2	Tmcc2
RAN	Ran
TMEM208	Tmem208
GATA3	Gata3
SUV39H1	Suv39h1
GAP43	Gap43
LRFN3	Lrfn3
SIX5	Six5
PCM1	Pcm1
LRRFIP1	Lrrfip1
FOXA1	Foxa1
CFAP210	Cfap210
MAPK8	Mapk8
DDX39A	Ddx39a
ZNF513	Zfp513
NR5A2	Nr5a2
BARX2	Barx2
MAPK14	Mapk14
CREB3L3	Creb3l3
SIPA1L1	Sipa1l1
SLC23A4P	Slc23a4
MAP2K6	Map2k6
RPN1	Rpn1
LMBR1L	Lmbr1l
FOXB1	Foxb1
ZFTA	Zfta
PRSS1	Prss3
PRSS2	Prss3
PRSS3P2	Prss3
ATN1	Atn1
CPOX	Cpox
PRSS2	Prss2
HMG20B	Hmg20b
TBC1D4	Tbc1d4
CTSD	Ctsd
TSPEAR	Tspear
CCNJL	Ccnjl
SIX4	Six4
SPPL2B	Sppl2b
UGCG	Ugcg
PRSS1	"Try5,Try5"
PRSS2	"Try5,Try5"
PRSS3	"Try5,Try5"
PRSS3P2	"Try5,Try5"
ZSWIM7	Zswim7
BCOR	Bcor
BCORP1	Bcor
PARS2	Pars2
APEH	Apeh
GJA5	Gja5
PRSS1	Prss1
PRSS2	Prss1
PRSS3P2	Prss1
ELOVL5	Elovl5
CHERP	Cherp
GJB4	Gjb4
ATP11A	Atp11a
GJB5	Gjb5
VPS16	Vps16
GJB6	Gjb6
GJB2	Gjb2
CBX8	Cbx8
DOK7	Dok7
CHST14	Chst14
ZFAND4	Zfand4
DNAH12	Dnah12
PLXNA2	Plxna2
RTKN2	Rtkn2
SLC35G1	Slc35g1
TMEM81	Tmem81
PTGFRN	Ptgfrn
TMEM275	Tmem275
TMEM71	Tmem71
TMEM269	Tmem269
GATD3	Gatd3a
TAPT1	Tapt1
RRP36	Rrp36
GREB1L	Greb1l
EIF5	Eif5
TM6SF2	Tm6sf2
CREB3L4	Creb3l4
POLR2E	Polr2e
FBXO5	Fbxo5
AKAP12	Akap12
TACC2	Tacc2
TLR1	Tlr1
WBP2NL	Wbp2nl
THUMPD3	Thumpd3
TLR4	Tlr4
GSPT2	Gspt2
ANGPTL6	Angptl6
TLR3	Tlr3
TLR2	Tlr2
OLIG2	Olig2
IL1RAPL2	Il1rapl2
DRAP1	Drap1
NOXO1	Noxo1
TIRAP	Tirap
MAP1S	Map1s
RPL7L1	Rpl7l1
TLR5	Tlr5
GSPT1	Gspt1
APOB	Apob
TLR8	Tlr8
LONP1	Lonp1
CRTAC1	Crtac1
FRMPD4	Frmpd4
TLR7	Tlr7
TEX55	Tex55
ZFP91	Zfp91
WIZ	Wiz
VSTM2B	Vstm2b
ZC3H12A	Zc3h12a
UBA6	Uba6
VAMP1	Vamp1
TSTD1	Tstd1
TSTD3	Tstd3
DTNB	Dtnb
CCNE2	Ccne2
CNDP1	Cndp1
RTCA	Rtca
TP53I13	Trp53i13
RAB18	Rab18
NOP14	Nop14
DDX31	Ddx31
SPAG5	Spag5
TLR9	Tlr9
SARM1	Sarm1
KIF20B	Kif20b
HAS1	Has1
COL5A3	Col5a3
PSENEN	Psenen
FOXN3	Foxn3
DDX18	Ddx18
CYP17A1	Cyp17a1
SMARCE1	Smarce1
MBD4	Mbd4
PABPC4L	Pabpc4l
SMTNL2	Smtnl2
MCMBP	Mcmbp
SNU13	Snu13
INSIG2	Insig2
ATP1A3	Atp1a3
IRF2	Irf2
COLEC12	Colec12
HTATIP2	Htatip2
KMT2E	Kmt2e
HKDC1	Hkdc1
NRF1	Nrf1
TPRA1	Tpra1
RSPO3	Rspo3
VSX2	Vsx2
MARK2	Mark2
TOMM22	Tomm22
ACBD3	Acbd3
DYNC1LI1	Dync1li1
A2M	A2m
ATP1A1	Atp1a1
MIPOL1	Mipol1
COL9A3	Col9a3
SCRT2	Scrt2
CCNA1	Ccna1
DCPS	Dcps
SFRP1	Sfrp1
P4HA1	P4ha1
MYBPH	Mybph
RTN4RL1	Rtn4rl1
CHP1	Chp1
PIGQ	Pigq
RTN4RL2	Rtn4rl2
MOB3A	Mob3a
PTBP1	Ptbp1
RTN4R	Rtn4r
MIER1	Mier1
RRBP1	Rrbp1
MYF6	Myf6
PIK3R2	Pik3r2
TRAF4	Traf4
NOS2	Nos2
SON	Son
SSBP2	Ssbp2
TOPAZ1	Topaz1
SMIM24	Smim24
SRMS	Srms
RTKN	Rtkn
PTGR1	Ptgr1
MFHAS1	Mfhas1
UBE2E3	Ube2e3
FREM2	Frem2
DHX57	Dhx57
CERCAM	Cercam
RRAGA	Rraga
ABCA12	Abca12
RRAGB	Rragb
FREM3	Frem3
PDCD11	Pdcd11
COL9A2	Col9a2
AP2M1	Ap2m1
PDE4C	Pde4c
VEGFC	Vegfc
TRABD2B	Trabd2b
LRRC17	Lrrc17
SH3BP4	Sh3bp4
POFUT1	Pofut1
CPLX1	Cplx1
CALR	Calr
JMJD6	Jmjd6
MED17	Med17
PIGP	Pigp
PAICS	Paics
GNMT	Gnmt
KHDC4	Khdc4
MKI67	Mki67
CCDC102A	Ccdc102a
AMOTL2	Amotl2
TLR12P	Tlr12
TLR6	Tlr6
TENM2	Tenm2
TM6SF1	Tm6sf1
LZTS2	Lzts2
RAP1B	Rap1b
RAP1BL	Rap1b
PABPC5	Pabpc5
PABPC4	Pabpc4
FGFRL1	Fgfrl1
SH3YL1	Sh3yl1
TRIM71	Trim71
TULP2	Tulp2
CORO1B	Coro1b
AIF1L	Aif1l
LDB3	Ldb3
USP39	Usp39
SH3GL3	Sh3gl3
AATF	Aatf
SH3GL2	Sh3gl2
CBR1	Cbr1
DNAJA3	Dnaja3
CBR3	Cbr3
MAPK3	Mapk3
ATP11B	Atp11b
DLD	Dld
FTCD	Ftcd
BSG	Bsg
PIKFYVE	Pikfyve
RPS6KA6	Rps6ka6
ZNF592	Zfp592
SGK2	Sgk2
OGT	Ogt
IK	Ik
CAMK2B	Camk2b
RBM47	Rbm47
MX1	Mx2
MX2	Mx2
F13A1	F13a1
IL17RE	Il17re
CHDH	Chdh
TMEM74B	Tmem74b
KIAA0586	2700049A03Rik
LRRC73	Lrrc73
CD302	Cd302
STARD9	Stard9
CAPN7	Capn7
NRDE2	Nrde2
KCNG3	Kcng3
ANO7	Ano7
MUSTN1	Mustn1
SPOCK3	Spock3
TRIR	Trir
HECW2	Hecw2
FBRS	Fbrs
MARS2	Mars2
PITPNC1	Pitpnc1
ALOX5	Alox5
EPHA6	Epha6
ARSB	Arsb
ITIH5	Itih5
MYH7B	Myh7b
CPNE9	Cpne9
JCAD	Jcad
SPATA17	Spata17
TRPM6	Trpm6
PATZ1	Patz1
ARSJ	Arsj
CEP112	Cep112
MFAP3L	Mfap3l
CACNG4	Cacng4
CACNG5	Cacng5
AADAT	Aadat
CEP295	Cep295
HLA-DRB1	H2-Eb2
HLA-DRB3	H2-Eb2
HLA-DRB4	H2-Eb2
HLA-DRB5	H2-Eb2
HLA-DQB1	H2-Ab1
HLA-DQB2	H2-Ab1
HLA-DRB1	H2-Eb1
HLA-DRB3	H2-Eb1
HLA-DRB4	H2-Eb1
HLA-DRB5	H2-Eb1
STAR	Star
LIMA1	Lima1
HLA-DOB	H2-Ob
FBXL17	Fbxl17
TP53	Trp53
LGR4	Lgr4
ZC2HC1C	Zc2hc1c
TNN	Tnn
XYLT1	Xylt1
THRB	Thrb
ATP1B3	Atp1b3
PRKRIP1	Prkrip1
CLNS1A	Clns1a
ATP1B2	Atp1b2
DUOXA2	Duoxa2
ITK	Itk
ATP1B1	Atp1b1
MYOZ3	Myoz3
NR2F2	Nr2f2
SOX9	Sox9
HMGXB3	Hmgxb3
SOD1	Sod1
TMEM150C	Tmem150c
RPS6KL1	Rps6kl1
WNT10A	Wnt10a
FBN2	Fbn2
WNT8B	Wnt8b
ANGEL1	Angel1
DDX4	Ddx4
VASH1	Vash1
FOXN4	Foxn4
PRKCG	Prkcg
LMBR1	Lmbr1
DISC1	Disc1
DIAPH2	Diaph2
MID2	Mid2
ULK2	Ulk2
GEMIN6	Gemin6
DCAF6	Dcaf6
PAX5	Pax5
PAX8	Pax8
PAX2	Pax2
PAX6	Pax6
HMX3	Hmx3
WNT3A	Wnt3a
MBLAC1	Mblac1
ACTR2	Actr2
NUP93	Nup93
FAM193B	Fam193b
DLX1	Dlx1
NOS1	Nos1
BOD1L1	Bod1l
GDF5	Gdf5
FEZF2	Fezf2
ERG28	Erg28
CYP26A1	Cyp26a1
CYP19A1	Cyp19a1
ANO3	Ano3
CSNK2B	Csnk2b
CLDN7	Cldn7
FAT2	Fat2
CHRD	Chrd
AP2A1	Ap2a1
MPPED1	Mpped1
EIF2AK4	Eif2ak4
CLEC3A	Clec3a
NECTIN1	Nectin1
ETFBKMT	Etfbkmt
DGKZ	Dgkz
MED16	Med16
HHIPL1	Hhipl1
PTTG1	Pttg1
PTTG2	Pttg1
PTTG3P	Pttg1
MAPK8IP3	Mapk8ip3
GPER1	Gper1
CARD14	Card14
TMPRSS13	Tmprss13
TMEM196	Tmem196
RGS21	Rgs21
OR52E2	Or52e3
TTC41P	Ttc41
OR52A1	Or52a5
OR52A5	Or52a5
COQ10A	Coq10a
ID1	Id1
PRR5L	Prr5l
ACSBG1	Acsbg1
OR51A7	Or51a7
RIN2	Rin2
OTOA	Otoa
PRRT4	Prrt4
PVR	Pvr
OR51F1	Or51f1
METTL21A	Mettl21a
KIFC2	Kifc2
PAOX	Paox
SPRED3	Spred3
TRMT112	Trmt112
SPRED2	Spred2
LAMB3	Lamb3
MRS2	Mrs2
PROKR2	Prokr2
PROKR1	Prokr1
PTRHD1	Ptrhd1
REM2	Rem2
TMC8	Tmc8
MAP3K9	Map3k9
ACTN1	Actn1
PPP3R2	Ppp3r2
MAPKAPK5	Mapkapk5
FREM1	Frem1
AOX2P	Aox2
AOX1	Aox1
LBX2	Lbx2
PLP1	Plp1
CEP152	Cep152
CSF1R	Csf1r
AOX3P	Aox3
PWWP2B	Pwwp2b
OR52Z1P	Or52z1
AGAP3	Agap3
OR52E4	Or52e4
PF4	Pf4
PF4V1	Pf4
OR51D1	Or51d1
PROSER1	Proser1
SUPT5H	Supt5
CD163	Cd163
ARNT2	Arnt2
INTU	Intu
OR51E2	Or51e2
EPHA4	Epha4
CFI	Cfi
OR52L1	Or52l1
OR52L2P	Or52l1
RAB3IL1	Rab3il1
OR51J1	Or51k2
PRKAA2	Prkaa2
RRM1	Rrm1
RRM2	Rrm2
DUOXA1	Duoxa1
CYP27B1	Cyp27b1
ELAVL4	Elavl4
PACS2	Pacs2
SPRY1	Spry1
LCLAT1	Lclat1
STMN3	Stmn3
TMEM169	Tmem169
CRHR1	Crhr1
LINC02210-CRHR1	Crhr1
MED9	Med9
VILL	Vill
LSAMP	Lsamp
PRR14L	Prr14l
PNOC	Pnoc
HOXB6	Hoxb6
SALL2	Sall2
HOXA11	Hoxa11
THOC5	Thoc5
WDR11	Wdr11
PIPOX	Pipox
OR52E2	Or52e2
TMEM97	Tmem97
RIGI	Rigi
ENTREP3	Entrep3
OMG	Omg
FEZ2	Fez2
PC	Pcx
PLD6	Pld6
TEX9	Tex9
OR52H1	Or52h1
METTL8	Mettl8
FTH1P19	Fthl17c
FTHL17	Fthl17c
FTSJ1	Ftsj1
ARHGEF40	Arhgef40
ELAPOR1	Elapor1
FTH1P19	Fthl17b
FTHL17	Fthl17b
B4GALT3	B4galt3
OR51E1	Or51e1
PAMR1	Pamr1
FTH1P19	Fthl17f
FTHL17	Fthl17f
EIF3E	Eif3e
FHOD1	Fhod1
OR52N2	Or52n2c
METTL2A	Mettl2
METTL2B	Mettl2
HOXA5	Hoxa5
CHRNG	Chrng
OR52R1	Or52r1
KBTBD13	Kbtbd13
SCN8A	Scn8a
MON1B	Mon1b
OR52N2	Or52n2b
NTMT2	Ntmt2
NKX2-4	Nkx2-4
SSH2	Ssh2
ZNF219	Zfp219
GFUS	Gfus
ADARB1	Adarb1
SRC	Src
CEP15	Cep15
ITGB3BP	Itgb3bp
CMKLR2	Cmklr2
HOXB5	Hoxb5
HNRNPUL2	Hnrnpul2
UBR2	Ubr2
INS	Ins1
INS	Ins2
TEKT2	Tekt2
DLK2	Dlk2
HDAC9	Hdac9
ARFGEF3	Arfgef3
BNIP2	Bnip2
FAM149A	Fam149a
RPS24	Rps24
PKDCC	Pkdcc
ING3	Ing3
HCAR2	Hcar2
HCAR3	Hcar2
DCAF4	Dcaf4
DCAF4L1	Dcaf4
DCAF4L2	Dcaf4
TJAP1	Tjap1
NOP56	Nop56
BNIP1	Bnip1
ICAM1	Icam1
PROP1	Prop1
CES1	Ces1a
HNRNPU	Hnrnpu
CES2	Ces2b
FGFR3	Fgfr3
CST3	Cst3
CES2	Ces2e
DTD1	Dtd1
ZNF436	Zfp46
OR51J1	Or51k7
DDX19B	Ddx19b
MLC1	Mlc1
OR52E6	Or52e8b
OR52E8	Or52e8b
HOXA9	Hoxa9
ZFR	Zfr
PDE4B	Pde4b
TMEM100	Tmem100
OR51B4	Or51b4
METTL4	Mettl4
HOXA3	Hoxa3
PTEN	Pten
BEND2	Bend2
UNC5C	Unc5c
METTL6	Mettl6
HOXA4	Hoxa4
PRR14	Prr14
KLB	Klb
OR52E6	Or52e8
OR52E8	Or52e8
TRMT6	Trmt6
HOXA1	Hoxa1
CTR9	Ctr9
MBNL2	Mbnl2
CC2D1A	Cc2d1a
OR52M1	Or52m1
MYRIP	Myrip
HOXC6	Hoxc6
GEMIN2	Gemin2
CES1	Ces1c
LCMT2	Lcmt2
METTL5	Mettl5
HOXD1	Hoxd1
EPHA7	Epha7
CES1	Ces1e
OR52B4	Or52b4i
METTL13	Mettl13
HOXC11	Hoxc11
OGFR	Ogfr
CES2	Ces2a
ZNFX1	Znfx1
OR52K1	Or52k2
OR52K2	Or52k2
MTRFR	Mtrfr
HOXC13	Hoxc13
TNIK	Tnik
CES1	Ces1g
SVEP1	Svep1
PERM1	Perm1
DDX19A	Ddx19a
EXOC1L	Exoc1l
CASP8	Casp8
DNPH1	Dnph1
PER3	Per3
SDCBP	Sdcbp
ICAM5	Icam5
ZNF711	Zfp711
TCAM1P	Tcam1
HCAR1	Hcar1
VEZF1	Vezf1
CHRNA2	Chrna2
PRR18	Prr18
BAIAP2L2	Baiap2l2
GBF1	Gbf1
SCAP	Scap
SMG6	Smg6
NPB	Npb
CCSAP	Ccsap
PXN	Pxn
HADHA	Hadha
CALHM3	Calhm3
FOS	Fos
GDPD2	Gdpd2
SLF2	Slf2
HSPE1	Hspe1
ARHGAP27	Arhgap27
HSPE1	Hspe1-rs1
TBC1D12	Tbc1d12
CFAP276	Cfap276
CTNNBIP1	Ctnnbip1
MKLN1	Mkln1
ESPN	Espn
OR51F1	Or51f1e
FZD9	Fzd9
ANKRD11	Ankrd11
CPS1	Cps1
OR51H1	Or51h1
ANKFN1	Ankfn1
ACAP2	Acap2
EZHIP	Ezhip
GPD1	Gpd1
SLC25A10	Slc25a10
EXPH5	Exph5
SLC29A4	Slc29a4
EXOG	Exog
FGF4	Fgf4
SLC16A3	Slc16a3
EVI2B	Evi2
ROBO2	Robo2
PPP4R3A	Ppp4r3a
PTGES3L	Ptges3l
EVI2B	Evi2b
SLC15A5	Slc15a5
EVI2A	Evi2a
YJU2B	Yju2b
EVC2	Evc2
EDN1	Edn1
API5	Api5
SANBR	Sanbr
EVC	Evc
PDP2	Pdp2
ELL	Ell
SLC12A6	Slc12a6
ETV3L	Etv3l
ATOH7	Atoh7
PARP1	Parp1
ETV3	Etv3
FECH	Fech
BZW1	Bzw1
NTNG2	Ntng2
KANK3	Kank3
EDNRB	Ednrb
SOAT1	Soat1
SLC44A5	Slc44a5
SNRNP200	Snrnp200
KCND1	Kcnd1
MLEC	Mlec
CLN6	Cln6
FTH1P19	Fthl17d
FTHL17	Fthl17d
ALDOB	Aldob
ARMC3	Armc3
FTH1	Fth1
UCHL1	Uchl1
GNA14	Gna14
FTH1P19	Fthl17e
FTHL17	Fthl17e
KIAA0232	D5Ertd579e
DENND2C	Dennd2c
FAM171A2	Fam171a2
OR51I2	Or51i2
CTRB1	Ctrb1
CTRB2	Ctrb1
FAM117A	Fam117a
OR51F1	Or51f1d
GFRAL	Gfral
OR52N4	Or52n4b
CFAP221	Cfap221
FAM156A	Vcf2
FAM156B	Vcf2
JPH3	Jph3
OR51V1	Or51v14
COLGALT2	Colgalt2
FAM13C	Fam13c
PIM2	Pim2
INPPL1	Inppl1
CNTD1	Cntd1
BBLN	Bbln
FAM124B	Fam124b
CD74	Cd74
ANKRD13C	Ankrd13c
TSHR	Tshr
TNRC6B	Tnrc6b
FAM124A	Fam124a
SPTB	Sptb
AGO2	Ago2
CASKIN2	Caskin2
FADS2B	Fads2b
WNK4	Wnk4
OR52R1	Or52r1b
CEP170B	Cep170b
FADS1	Fads1
FTMT	Ftmt
MMS22L	Mms22l
OR52N2	Or52n2
PFN2	Pfn2
FAAP20	Faap20
FTH1P19	Fthl17a
FTHL17	Fthl17a
NAPEPLD	Napepld
GATD1	Gatd1
FAAH	Faah
DNAJC3	Dnajc3
MYT1	Myt1
CDHR5	Cdhr5
F12	F12
CD81	Cd81
PHF12	Phf12
ARAP2	Arap2
F11	F11
SEMA3B	Sema3b
CYP2J2	Cyp2j13
CYP2J2	Cyp2j9
FGFBP1	Fgfbp1
GFI1	Gfi1
GRK5	Grk5
NFKBIL1	Nfkbil1
SYN1	Syn1
PGAM2	Pgam2
PRICKLE3	Prickle3
FANCD2	Fancd2
ACOXL	Acoxl
PAFAH1B1	Pafah1b1
ZNF451	Zfp451
ARPC1A	Arpc1a
ANAPC1	Anapc1
TAL2	Tal2
MERTK	Mertk
TNFAIP8L1	Tnfaip8l1
RUNDC1	Rundc1
TNFAIP8	Tnfaip8
SAYSD1	Saysd1
ERMN	Ermn
CMTR1	Cmtr1
OR52D1	Or52d1
CLEC10A	Clec10a
ERMARD	Ermardl2
TTLL12	Ttll12
OR52N1	Or52n1
PCYT1B	Pcyt1b
ERMARD	Ermard
CCZ1	Ccz1
CCZ1B	Ccz1
OCEL1	Ocel1
ERMARD	Ermardl1
LIPG	Lipg
OR52J3	Or52j3
CLEC10A	Mgl2
ERMAP	Ermap
BAD	Bad
ZCCHC24	Zcchc24
NFATC2IP	Nfatc2ip
ANKRD10	Ankrd10
SGMS1	Sgms1
ERICH6B	Erich6b
LSM2	Lsm2
NT5C2	Nt5c2
FGR	Fgr
TXNL1	Txnl1
SHLD2	Shld2
ERICH6	Erich6
STK19	Stk19
SWAP70	Swap70
PSPC1	Pspc1
DCAF13	Dcaf13
SH2D7	Sh2d7
ERICH5	Erich5
APP	App
FNIP1	Fnip1
ATP6V1A	Atp6v1a
CTU1	Ctu1
SENP1	Senp1
ERICH4	Erich4
SEC22A	Sec22a
DCAF7	Dcaf7
ERICH1	Erich1
ARHGAP29	Arhgap29
KRT4	Krt4
CPNE1	Cpne1
LYVE1	Lyve1
KRT6A	Krt6a
KRT6B	Krt6a
KRT6C	Krt6a
FBXL14	Fbxl14
CORO1A	Coro1a
FHL1	Fhl1
GJA3	Gja3
GTF2B	Gtf2b
RGS7BP	Rgs7bp
LDLR	Ldlr
CTSH	Ctsh
NPPA	Nppa
ELF2	Elf2
RCCD1	Rccd1
GPC3	Gpc3
RPRD1B	Rprd1b
FGL2	Fgl2
ENPP6	Enpp6
CUX2	Cux2
ALG10	Alg10b
ALG10B	Alg10b
GBGT1	Gbgt1
APOF	Apof
PDIA2	Pdia2
HIF1A	Hif1a
MCCC1	Mccc1
TNPO3	Tnpo3
OR51J1	Or51k1
DUSP4	Dusp4
OR51F2	Or51f2
NEFM	Nefm
ETV2	Etv2
NUP155	Nup155
MCCC2	Mccc2
ETDA	Etd
ETDB	Etd
ETDC	Etd
FZR1	Fzr1
SIMC1	Simc1
ESX1	Esx1
CDC34	Cdc34b
SLA2	Sla2
ESD	Esd-ps
E2F7	E2f7
ADK	Adk
CDC34	Cdc34
OR51I1	Or51i1
TAFAZZIN	Tafazzin
ERVK13-1	Gm8113
CHFR	Chfr
SNX17	Snx17
PPP2R3C	Ppp2r3c
OR52P1	Or52p1
SGPP1	Sgpp1
ERVFRD-1	Synb
TMEM176A	Tmem176a
METTL3	Mettl3
PEMT	Pemt
BRIP1	Brip1
ERVFRD-1	Syna
MED13	Med13
DEPDC7	Depdc7
OR52N1	Or52n5
OR52N5	Or52n5
SAC3D1	Sac3d1
ERP29	Erp29
BHMT2	Bhmt2
ERP27	Erp27
SBK1	Sbk1
ERMP1	Ermp1
MTHFSD	Mthfsd
SMUG1	Smug1
C10orf88	2310057M21Rik
C10orf88B	2310057M21Rik
BHMT	Bhmt
PAPOLB	Papolb
NPDC1	Npdc1
JAM2	Jam2
DEPP1	Depp1
MYLK3	Mylk3
LPO	Lpo
SP4	Sp4
SNUPN	Snupn
EPX	Epx
SNX8	Snx8
PAPOLA	Papola
BHMT	Bhmt1b
PKM	Pkm
BLOC1S5	Bloc1s5
MPO	Mpo
SMOX	Smox
FOXI3	Foxi3
ADORA1	Adora1
SCARB1	Scarb1
REV1	Rev1
HIPK2	Hipk2
MAP3K13	Map3k13
C1QL2	C1ql2
PDE4D	Pde4d
LPXN	Lpxn
RASEF	Rasef
P4HTM	P4htm
PLXDC2	Plxdc2
EPHA5	Epha5
NSG2	Nsg2
CES3	Ces3b
PALS1	Pals1
EPHA10	Epha10
CES3	Ces3a
PALS2	Pals2
EPCIP	Epcip
CIZ1	Ciz1
MPP4	Mpp4
EPB42	Epb42
TRIM36	Trim36
RD3L	Rd3l
EPB41L2	Epb41l2
TMEM50A	Tmem50a
PSMA2	Psma2
EOLA1	Eola1
EOLA2	Eola1
NUP133	Nup133
RASGRF1	Rasgrf1
ENTPD7	Entpd7
GPR85	Gpr85
MRPS31	Mrps31
CES1	Ces1f
CREB3	Creb3
PPP1R17	Ppp1r17
ENTPD4	Entpd4b
NME6	Nme6
WDR12	Wdr12
CES2	Ces2c
AKIRIN2	Akirin2
PRR35	Prr35
ENTHD1	Enthd1
ZIC2	Zic2
SDCBP2	Sdcbp2
CES2	Ces2g
ZBTB14	Zbtb14
ENPP3	Enpp3
DUXB	Duxbl1
KIFC3	Kifc3
CES4A	Ces4a
CRKL	Crkl
RPLP0	Rplp0
RPLP0P6	Rplp0
DNAAF9	Dnaaf9
CES1	Ces1h
IPO9	Ipo9
NGF	Ngf
TP53BP1	Trp53bp1
CES5A	Ces5a
SMC1A	Smc1a
YBX1	Ybx1
LAMP1	Lamp1
CES1	Ces1d
GPR173	Gpr173
SCAF8	Scaf8
CES2	Ces2f
GATA6	Gata6
KIN	Kin
SLC13A1	Slc13a1
TNNT2	Tnnt2
SGCD	Sgcd
CES1	Ces1b
PDE7A	Pde7a
FABP7	Fabp7
PDZK1	Pdzk1
PDZK1P1	Pdzk1
MYO5B	Myo5b
AHCY	Ahcyl
AHCY	Ahcy
CA2	Car2
CA13	Car13
CA1	Car1
FA2H	Fa2h
METTL25B	Mettl25b
REPS1	Reps1
SSPOP	Sspo
ERI3	Eri3
TADA1	Tada1
PCYT1A	Pcyt1a
EREG	Ereg
TYMS	Tyms
PRIMA1	Prima1
ERAS	Eras
XAB2	Xab2
RAP1GAP	Rap1gap
EQTN	Eqtn
NCK2	Nck2
PDP1	Pdp1
EPPIN	Eppin
EPPIN-WFDC6	Eppin
STAU2	Stau2
PHAF1	Phaf1
EPPIN	Wfdc6a
APAF1	Apaf1
SEPHS1	Sephs1
ZNF292	Zfp292
USO1	Uso1
RHNO1	Rhno1
EPOP	Epop
MYF5	Myf5
MAGT1	Magt1
EIF2B4	Eif2b4
NCOA4	Ncoa4
RHOBTB3	Rhobtb3
EPM2AIP1	Epm2aip1
PRPH2	Prph2
TSPAN17	Tspan17
CES2	Ces2h
CBLL1	Cbll1
EPHX3	Ephx3
CXCL14	Cxcl14
ADGRG1	Adgrg1
SMPD2	Smpd2
EMC9	Emc9
SEM1	Sem1
EPHB1	Ephb1
SP8	Sp8
MCM4	Mcm4
CRNKL1	Crnkl1
CASP1	Casp1
CDC42BPB	Cdc42bpb
LGALS9	Lgals9
LGALS9B	Lgals9
LGALS9C	Lgals9
CASP4	Casp4
CASP5	Casp4
GRHL1	Grhl1
WDR44	Wdr44
CASP12	Casp12
USP7	Usp7
MMP23B	Mmp23
CYP4A11	Cyp4a29
CYP4A22	Cyp4a29
GART	Gart
PNISR	Pnisr
PLCG2	Plcg2
CYP4A11	Cyp4a12b
CYP4A22	Cyp4a12b
FOXH1	Foxh1
POFUT2	Pofut2
RELB	Relb
CYP4A11	Cyp4a10
HSF1	Hsf1
CYP4X1	Cyp4x1
DEDD2	Dedd2
SEMA7A	Sema7a
CYP4B1	Cyp4b1
CYP4A11	Cyp4a14
CYP4A22	Cyp4a14
CYP4A11	Cyp4a32
CYP4A11	Cyp4a30b
CYP4A22	Cyp4a30b
CYP4A11	Cyp4a12a
CYP4A22	Cyp4a12a
CYP4A11	Cyp4a31
EID2	Eid2
EID1	Eid1
EGFLAM	Egflam
EGFL8	Egfl8
EFCAB9	Efcab9
EFCAB8	Efcab8
SF3B3	Sf3b3
EFCAB5	Efcab5
EMC3	Emc3
EFCAB3	Efcab3
ALOX5AP	Alox5ap
FAXDC2	Faxdc2
EFCAB15P	Efcab15
MOXD1	Moxd1
FAR1	Far1
EHD2	Ehd2
GYG1	Gyg1
AJUBA	Ajuba
RIOK2	Riok2
ARGLU1	Arglu1
SERINC5	Serinc5
H2BC11	H2bc21
UBE2V2	Ube2v2
H2BC26	H2bc26
RNF41	Rnf41
PZP	Mug1
H2BC13	H2bc7
H2BC8	H2bc7
H2BC9	H2bc9
H2BC13	H2bc11
C15orf39	1700017B05Rik
H2BC13	H2bc23
H2BC9	H2bc23
PZP	Mug2
H2BC13	H2bc13
H2BC6	H2bc13
TBCB	Tbcb
H2BC13	H2bc24
H2BC9	H2bc24
H2BC18	H2bc18
PZP	Gm7298
H2BC15	H2bc14
H2BC5	H2bc14
EID2B	Eid2b
PLP2	Plp2
ENHO	Enho
PLP2	Prp2rt
ENDOV	Endov
MASP1	Masp1
ENAM	Enam
SGTA	Sgta
EMX2OS	Emx2os
PLA2G10	Pla2g10
EML4	Eml4
CHMP2A	Chmp2a
LOXHD1	Loxhd1
EMCN	Emcn
MUS81	Mus81
MPP7	Mpp7
ELL3	Ell3
SESN3	Sesn3
FERMT3	Fermt3
ELF5	Elf5
CDC42SE1	Cdc42se1
TMEM184A	Tmem184a
ELDR	Eldr
STRIP1	Strip1
MPP3	Mpp3
ELANE	Elane
JADE3	Jade3
IGBP1	Igbp1
IGBP1C	Igbp1
FGB	Fgb
UFM1	Ufm1
KRT10	Krt10
MSH2	Msh2
CFP	Cfp
SULF1	Sulf1
NPL	Npl
DDX5	Ddx5
SNX3	Snx3
ALDH6A1	Aldh6a1
HOMEZ	Homez
LIMCH1	Limch1
TMEM236	Tmem236
DYNAP	Dynap
DUSP9	Dusp9
DUSP26	Dusp26
DUSP15	Dusp15
DUBR	Dubr
DSTN	Dstn
DSPP	Dspp
UBL3	Ubl3
PEPD	Pepd
RAB6A	Rab6a
COLQ	Colq
SPAG1	Spag1
MED25	Med25
DICER1	Dicer1
LZTFL1	Lztfl1
PTOV1	Ptov1
STYK1	Styk1
SIK1	Sik1
RBM39	Rbm39
UBE2J1	Ube2j1
MTREX	Mtrex
DGCR8	Dgcr8
